
mandibular prognathism	HP:0000303
strabismus	HP:0000486
speech disability	HP:0000750
hyperactivity	HP:0000752
hypothyroidism	HP:0000821
neonatal icterus and phototherapy	HP:0000952
seizure attacks	HP:0001250
developmental delay	HP:0001263
tonic-clonic seizures	HP:0002069
walking was unsteady	HP:0002317
restricted communicative abilities	HP:0002474
severe mental retardation	HP:0010864
walk independently at 4 yr old	HP:0031936
happy face/unusual laughing facial expression	HP:0100024

64	
A 41-year-old medically retired nurse was admitted to hospital with a 6 month history of declining mobility, generalised apathy, behavioural disturbance and a gradual deterioration in her vision. She was wheel-chair bound and incontinent of urine with excoriated skin upon admission. At the age of 38 years she developed progressive visual loss to 6/60 bilaterally over a 6-month period necessitating early retirement from her nursing career. Initial investigations showed visual evoked potentials were delayed with small amplitude bilaterally. MRI of brain demonstrated extensive diffuse white matter changes. The patient then defaulted from follow-up until her current admission. Her functional decline meant her husband was acting as her full-time carer upon admission. On examination she was orientated but unable to follow 1 stage commands consistently. She required a hoist for transfer and was bed bound. Visual acuity was reduced to finger counting bilaterally with bilateral pallor of the optic discs. There was spasticity of all four limbs (Ashworth scale 3 bilaterally) with sustained clonus in the lower limbs and pyramidal weakness grade 3/5. She was hyper-reflexic and the plantar responses were extensor. Sensation was normal. Initial investigations demonstrated a low folate (1.6 µg/L, normal range 3.1–17.5 µg/L) and borderline low vitamin B12 (211 ng/L, normal range 200–940 ng/L). Her tyrosine was 56 µmol/L with an elevated phenylalanine 1564 µmol/L (120–480 µmol/L), consistent with untreated PKU. MRI brain showed extensive abnormal T2 high signal affecting grey matter and subcortical white matter within the frontal and parietal lobes with some atrophy. The following tests were either normal or negative: HIV, antinuclear body, extractable nuclear antigen, antineutrophil cytoplasmic antibody plasma viscosity, syphilis antibody, vitamin B6, full blood count, liver function tests, thyroid function tests, protein electrophoresis and urine Bence-Jones protein, chest X-ray, pelvis and hip X-ray.
incontinent of urine	HP:0000020
progressive visual loss	HP:0000529
bilateral pallor of the optic discs	HP:0000543
behavioural disturbance	HP:0000708
generalised apathy	HP:0000741
spasticity of all four limbs	HP:0001285
hyper-reflexic	HP:0001347
sustained clonus in the lower limbs	HP:0002169
medically retired nurse...unable to follow 1 stage commands consistently.	HP:0002344
plantar responses were extensor	HP:0003487
elevated phenylalanine	HP:0004923
frontal cortical atrophy 	HP:0006913
extensive diffuse white matter changes	HP:0007204
pyramidal weakness	HP:0007256
reduced visual acuity	HP:0007663
gradual deterioration in vision	HP:0007924
parietal cortical atrophy 	HP:0012104
visual evoked potentials...small amplitude	HP:0030457
visual evoked potentials were delayed	HP:0030458
abnormal T2 high signal affecting subcortical white matter	HP:0030892
excoriated skin	HP:0040189
borderline low vitamin B12	HP:0100502
low folate	HP:0100507

65	
A 32-year-old man with history of alcoholic cirrhosis presented with 2 weeks of worsening abdominal distension and skin yellowing. He was diagnosed with cirrhosis 2 years prior after presenting in acute liver failure. During his previous hospitalisation, he reported 10 years of significant alcohol consumption, typically drinking either 32 ounces of beer or 10 shots of liquor daily. Imaging revealed a cirrhotic-appearing liver and ascites. Other than alcohol, he had no other obvious risk factors for liver disease. He did not smoke, use illicit drugs, or take supplements or medications, including over-the-counter drugs. Laboratory studies at this initial encounter are shown in table 1, notable for a normal creatinine and macrocytosis without overt anaemia. Liver profile was consistent with a cholestatic pattern with a slightly elevated international normalised ratio. Autoimmune markers, including antinuclear antibodies, antimitochondrial antibodies and antismooth muscle antibodies, were negative, as were serology markers for viral hepatitis. Ceruloplasmin and serum copper were within normal range. His Maddrey discriminant function was 16.5, so he did not receive steroids. He was treated conservatively with supportive care, and his transaminases normalised. Total bilirubin improved from 10.1 to 6.8 mg/dL at the time of discharge. Subsequently, he was lost to follow-up until his present admission. At his present admission, the patient’s social history was unchanged, with continued consumption of five shots of liquor daily. His last drink was 2 weeks prior to admission. Family history was notable for oesophageal cancer in his father; otherwise, there was no family history of liver disease, though he had no siblings. He denied fevers, vomiting, bleeding, or changes in bowel movements. He did note a decrease in urine volume. Physical examination on admission was notable for jaundice with markedly icteric sclera and a diffusely tender, protuberant abdomen with a fluid wave. He was awake and fully oriented, without asterixis, on initial evaluation. During the hospitalisation, he became increasingly confused and lethargic. Subsequent physical examinations were notable for the development of asterixis and worsened abdominal distension with bilateral pitting oedema. Liver profile included alanine transaminase (ALT) 51 U/L (reference 10–50 U/L), aspartate aminotransferase (AST) 113 U/L (reference 10–50 U/L) and alkaline phosphatase (ALP) 153 U/L (reference 40–129 U/L). Total bilirubin was 38.5 mg/dL (reference 0.2–1.3 mg/dL), with direct bilirubin >20 mg/dL (reference 0.0–0.3 mg/dL). Viral serology indicated immunity to hepatitis A and B and a non-reactive hepatitis C antibody test. Basic metabolic panel was notable for creatinine of 6.7 mg/dL (baseline 0.5 mg/dL during prior admission). Haemoglobin was 98 g/L on admission and dropped to 65 g/L during the course of his hospitalisation (reference 132–169 g/L). Mean corpuscular volume was minimally elevated to 92.9 fL (reference 79.0–92.2 fL). White blood cell count was 21.24×109/L (reference 4.22–10.33×109/ L). Paracentesis was performed; peritoneal fluid contained 69 nucleated cells/μL, and fluid protein was 0.4 g/dL. His serum to ascites albumin gradient was 2.1 g/dL. Peritoneal fluid gram stain and cultures were negative. Thus, peritoneal fluid was consistent with cirrhosis and was not indicative of spontaneous bacterial peritonitis. Blood and urine cultures did not grow organisms. Abdominal ultrasound and abdominal CT scan on admission were consistent with cirrhosis and noted large volume ascites, similar to previous imaging. His hospital course was marked by worsening encephalopathy, significant renal disease in the absence of a recognisable toxic exposure that required dialysis, and a suspected haemolytic anaemia, given his worsening anaemia without an obvious source of bleeding. Ceruloplasmin was repeated and was low at 17.6 mg/dL (reference >20 mg/dL). Kayser-Fleischer rings, which result from copper deposition in Descemet’s membrane of the cornea,10 were identified on slit-lamp examination by two separate ophthalmologists. Twenty-four-hour urine copper was elevated at 62 μg/24 hours (reference 3–50 μg/24 hours).
renal disease	HP:0000112
skin yellowing	HP:0000952
lethargic	HP:0001254
confused	HP:0001289
cirrhosis	HP:0001394
large volume ascites	HP:0001541
haemolytic anaemia	HP:0001878
anemia	HP:0001903
White blood cell count was 21.24×109/L (reference 4.22–10.33×109/ L)	HP:0001974
worsening encephalopathy	HP:0002448
liver profile - cholestatic pattern	HP:0002611
direct bilirubin >20 mg/dL (reference 0.0–0.3 mg/dL)	HP:0002908
alkaline phosphatase (ALP) 153 U/L (reference 40–129 U/L	HP:0003155
creatinine of 6.7 mg/dL (baseline 0.5 mg/dL during prior admission)	HP:0003259
abdominal distension	HP:0003270
Total bilirubin was 38.5 mg/dL (reference 0.2–1.3 mg/dL	HP:0003573
macrocytosis	HP:0005518
icteric sclera	HP:0032106
bilateral pitting oedema	HP:0010741
low ceruloplasmin	HP:0010837
urine copper was elevated	HP:0010839
decrease in urine volume	HP:0011037
asterixis	HP:0012164
alcoholic 	HP:0030955
aspartate aminotransferase (AST) 113 U/L (reference 10–50 U/L)	HP:0031956
elevated alanine transaminase	HP:0031964
Kayser-Fleischer rings	HP:0200032
serum to ascites albumin gradient was 2.1 g/dL	HP:6000863

66	
A woman in her late 60s reported a 6-week history of progressive bilateral lower limb weakness, paraesthesia and numbness spreading proximally. She also noted a month of abdominal bloating and 1 kg of unintentional weight loss. Examination showed reduced power at hip flexion medical research council muscle power assessment grade 2/5 in the left and 3/5 in the right. Lower limb reflexes were absent and her plantars mute. There was a pinprick sensory level to T4 and impaired proprioception to the ankles. Upper limb and cranial nerve examination was normal. The remainder of her physical examination was normal. An MRI of the spine showed longitudinally extensive transverse myelitis extending from C2 to T5, with associated swelling and cord expansion at T2 level. MRI brain was normal. Serum analysis was positive for anti-AQP4 antibodies and hepatitis B core antigen and negative for anti-MOG (Myelin oligodendrocyte glycoprotein) antibodies, HIV and syphilis serology. Cerebrospinal fluid analysis showed normal range white blood cells, lactate, no oligoclonal bands and no elevated immunoglobulins. A diagnosis of NMOSD was made, and as part of her further work up, CT imaging identified extensive para-aortic and pelvic side wall lymphadenopathy, a bulky multifibroid uterus and an adjacent enhancing nodule raising concern of an ovarian lesion. MRI pelvis showed fibroids, with well-visualised and normal appearing ovaries. Positron emission tomography (PET)-CT scan showed an FDG (fluorodeoxyglucose)-avid conglomerate of lymph nodes in the left para-aortic, common iliac, internal iliac, external iliac, right supraclavicular and bilateral subpectoral regions. Subsequent histology of a CT-guided lymph node biopsy identified small to medium-sized lymphoid cells arranged in a vague nodular pattern. Immunohistochemistry showed lymphoid cells positive for CD20, CD79a, CD19, BCL-2, CD10 and BCL-6 and confirmed a low-grade follicular lymphoma. Cyclin-D1 was negative and Ki-67 stained less than 5% of all cells. The patient had a follicular lymphoma international prognostic index (FLIPI) score of 4 (based on age >60-years old, greater than four nodal sites, haemoglobin of <120 g/L and stage 3 disease).
multifibroid uterus	HP:0000131
ovarian nodule 	HP:0000137
unintentional weight loss	HP:0001824
Lower limb reflexes were absent	HP:0002522
abdominal bloating	HP:0003270
paraesthesia	HP:0003401
positive for hepatitis B core antigen	HP:0006562
impaired proprioception to the ankles	HP:0006858
pinprick sensory level to T4	HP:0007328
progressive bilateral lower limb weakness	HP:0007340
para-aortic and pelvic side wall lymphadenopathy	HP:0008940
transverse myelitis extending from C2 to T5	HP:0012486
reduced power at hip flexion	HP:0012515
abnormal hemoglobin	HP:0020061
low-grade follicular lymphoma	HP:0033125
positive for anti-AQP4 antibodies	HP:0033342
numbness spreading proximally	HP:0033748
FDG (fluorodeoxyglucose)-avid conglomerate of lymph nodes	HP:0034582
cord expansion at t2 level	HP:0040272
bulky uterus 	HP:0100878

67	
A previously well six-year-old male with no significant past medical or family history presented with a three-day history of worsening altered sensorium associated with fever. Of interest, it was noted that he had generalized skin hyperpigmentation involving his face, trunk, limbs, and mucous membranes. This finding was not observed in his immediate family members. Initial blood investigations showed no evidence of infection, but his serum sodium was low (126 mmol/ L). An urgent non-contrasted, computed tomographic (CT) scan of his brain initially reported a large cavum septum pellucidum et cavum vergi with hydrocephalus. Further delineation with a follow-up magnetic resonance imaging (MRI) brain demonstrated there was an enlarged cyst of the cavum vergi measuring up to 3.2 cm in diameter. This structure was interpreted as causing obstructive hydrocephalus with transependymal seepage of cerebrospinal fluid (CSF). Intraoperatively, the cyst fluid was observed to be under high pressure and turbid. At this point in time, the working diagnosis was that of symptomatic hydrocephalus secondary to meningoencephalitis. Further tests demonstrated that the hyponatremia was secondary to the syndrome of inappropriate antidiuretic hormone secretion (SIADH). Fluid from the CVC had a high protein level (11 g/L) but was otherwise negative for any infective or autoimmune markers. The genetics team was consulted to assess his unusual pattern of skin hyperpigmentation. A failed short Synacthen test confirmed primary adrenal insufficiency. The workup for peroxisomal disorders showed that his very long-chain fatty acid (VLCFA) analysis had a high concentration of hexacosanoic acid (C26) with concurrent abnormal ratios of other VLCFAs (C26: C22 and C24: C22). This profile was consistent with a diagnosis of X-ALD. Next, a closer review of the preoperative MRI brain images noted there were symmetrical areas of increased T2-weighted/fluid-attenuated inversion recovery (FLAIR) signal changes in the periventricular white matter of bilateral parieto-occipital regions, involving the corpus callosum, thalami, cerebral peduncles, midbrain, and pons. Based on the neuroimaging criteria, his Loes score was 9-10.  
hydrocephalus	HP:0000238
involvement of corpus callosum	HP:0001273
fever	HP:0001945
large cavum septum pellucidum	HP:0002389
involvement of midbrain	HP:0002418
hyponatremia	HP:0002902
high protein level in cvc	HP:0002922
altered sensorium	HP:0004372
involvement of pons	HP:0007361
generalized skin hyperpigmentation	HP:0007440
primary adrenal insufficiency	HP:0008207
enlarged cyst of the cavum vergi	HP:0010576
involvement of thalami	HP:0010663
obstructive hydrocephalus	HP:0010953
abnormal ratios of other VLCFAs (C26: C22 and C24: C22)	HP:0010966
involvement of cerebral peduncles	HP:0010993
increased T2-weighted/fluid-attenuated inversion recovery (FLAIR) signal changes in the periventricular white matter	HP:0030891
inappropriate antidiuretic hormone secretion (SIADH)	HP:0031218
transependymal seepage of cerebrospinal fluid (CSF	HP:0032934
high concentration of hexacosanoic acid (C26)	HP:0034298

68	
A 5-year-old boy was referred to the Auckland Ocular Genetics Clinic with poor vision. Nystagmus was observed at 3 months of age. At 1 year of age, hypermetropia was noted and glasses prescribed. Electroretinography (ERG) at 18 months of age, with lid electrodes and Grass strobe flash stimulus, could not identify cone mediated function, with an apparent rod-mediated response. A diagnosis of achromatopsia was made, and red glasses prescribed. Recently he became less confident in dim light and disliked his glasses indoors. A repeat ERG performed at age 5 (lid electrodes/International Society for Clinical Electrophysiology of Vision standard/Ganzfeld stimulus) could not identify rod nor cone mediated function, suggesting a severe rod-cone dystrophy. Delivered at term following a normal pregnancy, his medical history was unremarkable, with no cardiac history, hearing loss, diabetes, renal dysfunction, or polydactyly. There was no family history of any ocular disorders, and no documented consanguinity. On examination at age 5: best corrected visual acuity was 6/60 right and left eye oculi uterque (OU), hypermetropia (+6.5 Dioptres OU) and a binocular conjugate jerky horizontal nystagmus of low amplitude and medium frequency was observed. On slit-lamp biomicroscopy examination, the anterior segment was unremarkable. Pupils reacted briskly to light with no relative afferent pupillary defect or paradoxical pupil responses. On fundus examination, he appeared to have mild granularity to the peripheral retina. The optic discs, macula and retinal vessels were normal. Systemically he was overweight–weight at the 99th percentile and height 90th percentile for his age group, with a mild expressive language developmental delay and small external genitalia. No polydactyly nor skin tags were observed.
small external (male) genitalia	HP:0000050
poor vision	HP:0000505
severe rod-cone dystrophy	HP:0000510
hypermetropia (+6.5 Dioptres OU)	HP:0000540
nystagmus	HP:0000639
binocular conjugate jerky horizontal nystagmus	HP:0007286
mild granularity to the peripheral retina	HP:0007703
mild expressive language developmental delay	HP:0011346
achromatopsia	HP:0011516
overweight	HP:0025502

69	
A 30-year-old Caucasian man was referred for further investigation and management of hyperuricaemia. The medical history included 14 years of chronic gout, recurrent nephrolithiasis, hypertension and psoriasis. There was no significant family history and no history of cognitive or neurobehavioural deficits. His management included allopurinol, but serum uric acid levels had been consistently measured above 0.8 mmol/L (reference range 0.15–0.50). His renal function was normal with creatinine 105 μmol/L, urea 7.3 mmol/L and estimated glomerular filtration rate 72 ml/min per 1.73 m2.On examination, there was no obvious posturing. A gouty tophus was palpated over the right olecranon and tophi were observed at the medial aspect of the first metatarsal–phalangeal joints. Tophi and joint deformity were also observed in the hands at the third proximal interphalangeal joints, the left second distal interphalangeal and the right fifth proximal and distal interphalangeal joints. Scaling plaques were noted on the extensor surfaces of the elbows and knees. Neurological examination revealed generalised hyperreflexia and weakness, power 4/5, in all muscle groups of the upper and lower limbs. There was no dystonia, clonus or spasticity. HGPRT activity was investigated with erythrocyte enzymology testing and the result of 0.1 U/g haemoglobin (reference range 3.0–6.7) confirmed the diagnosis of HGPRT deficiency.
recurrent nephrolithiasis	HP:0000787
hypertension	HP:0000822
muscle weakness	HP:0001324
chronic gout	HP:0001997
hyperuricaemia	HP:0002149
psoriasis	HP:0003765
joint deformity...in the hands at the third proximal interphalangeal joints, the left second distal interphalangeal and the right fifth proximal and distal interphalangeal joints	HP:0006261
generalised hyperreflexia...in all muscle groups of upper and lower limbs	HP:0007034
Scaling plaques	HP:0025526
HGPRT deficiency	HP:0031823
gout tophus/tophi	HP:0033073
scaling plaques	HP:0040190

70	
An male child aged 11 months born out of a consanguineous marriage with history of normal delivery and no history of perinatal asphyxia presented to our department for investigation. Patient had an unremarkable neonatal period until 5 months of age. After that he started suffering from fever, intermittent episodes of myoclonic seizures and regression of milestones. Patient was the first and only child of the parents. Similar history and presentation was not present in any of the first-degree relatives.On clinical examination, patient had sparse, kinky and hypopigmented hair with easy pluckability. This patient had fair complexion, was hypotonic and irritable. Head circumference of the patient was 42.8 cm, which was below third percentile for that age. MRI findings revealed bilateral subdural hygromas on both T2 weighted sequence (T2W) and Fluid attenuated inversion recovery (FLAIR) images with associated cerebral atrophy. T2W axial and coronal images showed bilateral cerebral and cerebellar atrophy. Axial diffusion-weighted imaging (DWI) and ADC showed white matter lesion with restricted diffusion on both sides. MR angiography (time-of-flight) images showed tortuous extracranial and intracranial vessels. After MRI, patient was advised biochemical investigations. Findings revealed low serum copper 40 mg/dL (normal range 70–140 mg/dL) and low ceruloplasmin level 5 mg/dL (normal 15–60 mg/dL).  
Head circumference...below third percentile	HP:0000252
irritability	HP:0000737
hypotonic	HP:0001252
cerebellar atrophy	HP:0001272
fever	HP:0001945
cerebral atrophy	HP:0002059
kinky hair	HP:0002224
developmental regression	HP:0002376
tortuous intracranial vessels	HP:0004938
tortuous extracranial and intracranial vessels	HP:0004955
fair complexion	HP:0007513
sparse hair	HP:0008070
low ceruloplasmin	HP:0010837
hypopigmented hair	HP:0011358
low serum copper	HP:0011967
white matter lesion...affecting both sides	HP:0030890
myoclonic seizures	HP:0032794
hair with easy pluckability	HP:0040169
bilateral subdural hygromas	HP:0410263

71	
A 10-year-old, right handed, Muslim girl from Moulvibazar was admitted to the Department of Neurology, Dhaka Medical College Hospital with the complaint of occasional left hemicranial headache for the last 5 years. The headache was throbbing, pulsatile in nature, of moderate intensity and associated with nausea, vomiting and photophobia. About 10–15 min before the headache, she saw bright sparkles of light in front of her eyes. The headache occurred every 1–2 months and persisted for few hours to 3 days. For the last 3 years, during some of the episodes she had also experienced transient weakness of the left side of her body, which started 15–30 min after the headache. This weakness usually persisted for 1–2 h and resolved spontaneously without any residual disability. She had no history of concurrent fever, trauma, convulsion, involuntary movement, change in speech, sensory impairment or loss of consciousness. She had no other significant past medical history. None of her family members have migraine-like headache. Physical examination was entirely normal and no neurological deficits were found. Clinically, she was diagnosed as having ‘sporadic hemiplegic migraine’ according to International Headache Society (IHS) criteria. All her routine investigations and vasculitic markers (ESR, ANA, anti-ds-DNA, C-ANCA, P-ANCA) were unremarkable. However, MRI of the brain showed tiny flow voids in the basal ganglia region, predominantly in the left thalamus. Magnetic resonant angiogram (MRA) of the brain showed narrowing of the MCAs, ACAs, PCAs and their branches with poor visualisation of distal terminations, suggesting moyamoya disease. These findings were confirmed by digital subtraction angiogram (DSA) of the brain which revealed discontinuation of the right ICA at the supraclenoid level after the PCom A junction. Multiple dural and meningeal vessels supplied the right MCA and right ACA territory giving the typical smoky angiographic appearance. Right external carotid artery and left external carotid artery angiogram revealed multiple dural and meningeal twigs compensating the deprived area. Left ICA angiogram showed discontinuation of the left ICA just after the junction of the ophthalmic branch with the typical smoky angiographic appearance of moyamoya disease. Left vertebral artery and right vertebral artery angiogram revealed normal findings with multiple choroidal and meningeal collaterals compensating the deprived ACA and MCA vascular territory.  
photophobia	HP:0000613
left-sided weakness	HP:0001269
vomiting	HP:0002013
nausea	HP:0002018
headache occurred every 1–2 months	HP:0002076
migraine with aura	HP:0002077
left hemicranial headache	HP:0002315
Moyamoya disease	HP:0011834
transient weakness of the left side of her body,	HP:0012194
narrowing of the mcas	HP:0012492
tiny flow voids in the basal ganglia region	HP:0012751
narrowing of the acas	HP:0100545

72	
An 8-year-old boy was referred to our paediatric endocrinology clinic due to progressive fatigue and generalised hyperpigmentation beginning at 2-years old. He had no episodes of loss of consciousness, salt-craving or gastrointestinal complaints of nausea and vomiting. The patient attended the third grade and had been retained because of learning disabilities. There were no other relevant facts of his medical history. He was the third child of unrelated healthy parents with uneventful family history, namely no relatives with identified psychiatric, neurological or endocrine disorders. On clinical examination, he presented with prominent adynamia and muscle weakness. He had generalised skin hyperpigmentation, especially of palmar creases and of the buccal mucosa. Pubic hair growth was absent and testicular volume was estimated inferior to 4 ml bilaterally (Tanner stage I). There was no hypotension and growth parameters (weight on 10th–25th percentile, stature on 10th percentile) were normal for sex and age. His mental status and neurological evaluation were normal. There were no other significant findings in the remaining clinical examination. Laboratory results showed hyponatraemia (124 mmol/l, normal range 135–145 mmol/l) and hyperkalaemia (6.5 mmol/l, normal range 3.5–4.6 mmol/l). Serum concentrations for creatinine, blood urea nitrogen, calcium and complete blood count were within normal limits. Plasma renin activity (46.5 ng/ml/h, normal range 0.9–1.9 ng/ml/h) and aldosterone (15 pg/ml, normal range 40–760 pg/ml) serum concentrations confirmed mineralocorticoid deficiency. The measurement of morning cortisol (2.9 μg/dl, normal range 5.0–11.0 μg/dl) and ACTH levels (9279.0 pg/ml, normal range 0.0–46.0 pg/ml) established the diagnosis of adrenal insufficiency. Antiadrenal antibody levels were negative excluding autoimmune adrenal insufficiency. Testosterone concentrations (552 ng/dl, normal range 166–811 ng/dl), dehydroepiandrosterone sulphate (61.4 μg/dl, normal range 70.2–492.0 μg/dl), serum follicle-stimulating hormone and luteinising hormone (3.16 mUI/ml and 2.58 mUI/ml, respectively) were within normal limits. Given the laboratory findings concentrations of VLCFA in the plasma were determined and proved to be increased (C26:0, 0.8 μg/ml (normal 0.16–0.57 μg/ml), C24:0/C22:0 ratio 1.48 (normal ratio 0.63–1.10), C26:0/C22:0, 0.047 (normal ratio 0.004–0.022)) establishing the diagnosis of X-ALD. Abdominal MRI showed no structural abnormalities. Brain MRI revealed symmetrical T2-weighted signal intensities of the posterior peritrigonal regions bilaterally, and involvement of the splenium of the corpus callosum (Loes pattern 1), without calcification areas. Spinal cord and cervical MRI was normal.  
Plasma renin activity (46.5 ng/ml/h, normal range 0.9–1.9 ng/ml/h)	HP:0000841
adrenal insufficiency	HP:0000846
skin hyperpigmentation	HP:0000953
involvement of the splenium of the corpus callosum	HP:0001273
muscle weakness	HP:0001324
learning disabilities	HP:0001328
hyperkalemia	HP:0002153
absent pubic hair growth	HP:0002225
hyponatremia	HP:0002902
cortisol (2.9 μg/dl, normal range 5.0–11.0 μg/dl)	HP:0003118
aldosterone (15 pg/ml, normal range 40–760 pg/ml)/ mineralocorticoid deficiency 	HP:0004319
generalised skin hyperpigmentation	HP:0007440
small testicular volume	HP:0008734
buccal mucosa hyperpigmentation	HP:0010284
ACTH levels (9279.0 pg/ml, normal range 0.0–46.0 pg/ml)	HP:0011749
progressive fatigue...beginning at 2 years old	HP:0012432
adynamia	HP:0025406
T2-weighted signal intensities of the posterior peritrigonal regions	HP:0030891
increased VLCFA	HP:0033643
T2-weighted signal intensities of the splenium of the corpus callosum	HP:0040328

73	
A previously healthy 52-year-old man was sent to the Internal Medicine outpatient clinic to investigate an accidentally discovered pancytopenia. The patient had been reporting of asthenia, anorexia and non-quantified weight loss for some time. The initial workup revealed an unexplained splenomegaly and only the thrombocytopenia persisted. He was diagnosed with a dyslipidaemia. Liver function was completely normal and viral serologies were negative (cytomegalovirus, Epstein-Barr virus, hepatitis C and B, HIV and parvovirus). Antinuclear antibodies were also negative and serum protein electrophoresis, immunophenotyping and β-2-microglobulin were normal. The splenomegaly was heterogeneous with some hypodense nodules. CT of the lungs showed a generalised interstitial pattern and pulmonary function tests revealed low diffusing capacity of carbon monoxide (DLCO) and hypoxaemia. While the patient was waiting for a bone marrow aspiration and biopsy, he was admitted in the emergency department with an acute, sharp, left flank abdominal pain, accompanied by syncope. His haemoglobin was 7.9 g/dL and the CT scan showed a splenic rupture. The patient was submitted to emergency splenectomy and the histological findings were consistent with diffuse histiocytosis. The patient finally had a bone marrow biopsy, which revealed sea-blue histiocytosis, a sign of a storage disease. The NPD was confirmed when residual activity of ASM in peripheral blood leucocytes and cultured skin fibroblasts of less than 10% of that of controls was detected (sphingomyelinase activity 0.0 nmol/h/mg with a normal range between 0.84 and 3.36 in peripheral blood and 3 nmol/h/mg with a normal range between 18 and 300 in cultivated fibroblasts of the skin). 
syncope	HP:0001279
heterogeneous splenomegaly	HP:0001744
weight loss	HP:0001824
thrombocytopenia	HP:0001873
pancytopenia	HP:0001876
haemoglobin was 7.9 g/dL	HP:0001903
sea-blue histiocytosis of bone marrow	HP:0001982
anorexia	HP:0002039
dyslipidemia	HP:0003119
splenic rupture	HP:0012223
hypoxemia	HP:0012418
CT of the lungs showed a generalised interstitial pattern	HP:0025389
asthenia	HP:0025406
hypodense spleen nodules	HP:0025408
acute, sharp left flank abdominal pain	HP:0030157
residual activity of ASM in peripheral blood leucocytes and cultured skin fibroblasts of less than 10% of that of controls	HP:0034300
low diffusing capacity of carbon monoxide	HP:0045051
diffuse histiocytosis of spleen	HP:0100727

74	
A 25-year-old woman presented to us with insidious onset, gradually progressive symptoms in the form of imbalance, and a tendency to fall while walking of 2 years duration. In addition, she had noticed slurring of her speech for the past 1 year, and difficulty in swallowing since the past 6 months. She had no history of cognitive decline, behaviour abnormality, seizures, involuntary movements, parkinsonism, motor weakness, sensory symptoms or autonomic dysfunction. She had no significant medical history, and no history to suggest similar illness in other family members. On general examination she was found to have pallor and mild splenomegaly. Neurological examination was positive for restriction of gaze both in the horizontal and vertical directions with preserved movements elicited using the oculocephalic manoeuvre, slow saccades, mixed dysarthria having both cerebellar and pseudobulbar features, decreased palatal movements, Babinski sign bilaterally and gait ataxia with minimal limb ataxia. Complete blood counts showed a haemoglobin level of 8.6 g/dL, TC of 7300/mm3 and a platelet count of 163 000/mm3. Erythrocyte sedimentation rate was 16 mm/h. Peripheral smear revealed a microcytic hypochromic anaemia. Blood sugar, renal, liver and thyroid functions were normal. Serum lactate, copper and ceruloplasmin assays were within the normal range. Ultrasound abdomen confirmed splenomegaly, where as the rest of the study was normal. In view of the clinical findings, we performed an MRI of the brain specifically looking for abnormalities in the brainstem and cerebellum in view of the clinical presentation; however this was found to be normal. Nerve conduction studies were normal. Cardiac evaluation with ECG and echocardiogram was normal. Bone marrow aspiration and trephine biopsy showed scattered foamy histiocytes in a background of normal hematopoietic cells. Sphingomyelinase enzyme assay was within normal limits.
restriction of gaze...vertical 	HP:0000511
slow saccades	HP:0000514
pallor	HP:0000980
mixed dysarthria 	HP:0001260
having cerebellar features	HP:0001317 
slurring of her speech	HP:0001350
mild splenomegaly	HP:0001744
difficulty in swallowing	HP:0002015
gait ataxia (progressive)	HP:0002066
minimal limb ataxia	HP:0002070
imbalance	HP:0002172
having...pseudobulbar features	HP:0002200
tendency to fall while walking	HP:0002527
Babinski sign	HP:0003487
foamy histiocytes	HP:0003651
microcytic hypochromic anaemia	HP:0004840
restriction of gaze...horizontal 	HP:0007817
decreased palatal movements	HP:0031815

75	
We report a 6-year-old boy who presented with complaints of the paucity of movement of the right side of the body since 2½ years of age and multiple episodes of convulsions since 3 years of age. He was apparently well till 2½ years of age when he developed insidious onset of weakness involving right upper and lower limb. At the age of 3 years, he developed a cluster of flexor spasms on awakening from sleep. This was followed by loss of attained language and cognitive skills. By the age of 6 years, he developed multiple types of daily seizure including nocturnal tonic seizure, tonic drop attacks, and head drops. On examination, his head circumference was <−3SD. Motor examination revealed increased tone in right upper limb and lower limb, power of <3/5 MRC, brisk deep tendon reflexes, and extensor plantar response. Magnetic resonance (MR) imaging brain reveals bilateral asymmetric chronic infarcts with contrast scan showing a bunch of collaterals in a basal cistern. MR angiography revealed occlusion of the bilateral distal internal carotid artery with preserved posterior circulation and dense collaterals suggestive of moyamoya disease (MMD). His electroencephalography (EEG) revealed generalized spike and slow wave complex (1–1.5 Hz, 200–300 uV) with a paucity of sleep markers and generalized paroxysmal fast activity consistent with EEG findings of LGS.  He was started on oral aspirin (5 mg/kg/day) with oral valproate, levetiracetam, lamotrigine, and clonazepam with seizure reduction to 1–2 episodes of tonic drop attacks. The patient is scheduled for revascularization surgery.
head circumference was <−3SD	HP:0000252
daily seizures	HP:0001250
loss of...cognitive skills	HP:0001268
brisk deep tendon reflexes	HP:0001348
convulsions	HP:0002069
paucity of movement	HP:0002374
increased tone in right upper limb and lower limb	HP:0002509
cluster of flexor spasms on awakening from sleep.	HP:0003394
extensor plantar response	HP:0003487
proximal muscle weakness	HP:0003701
loss of attained language	HP:0007064
tonic drop attacks/head drops	HP:0010819
generalized paroxysmal fast activity on EEG	HP:0010846
generalized spike and slow wave complex EEG (1–1.5 Hz, 200–300 uV) 	HP:0010847
moyamoya disease	HP:0011834
occlusion of the bilateral distal internal carotid artery	HP:0012474
